id,Gender,Travel,Age,Mode of reservation,Class,Distance Travelled,Departure/Arrival time convenient,Ease of Online booking,Platform Number,Food Service,Railway service,Seat comfort,Ticket-collector service,Washroom service,Baggage security score,Compartment safety score,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
22476,Male,frequent,69,offline,second-class,228.8,5,1,1,3,1,3,5,5,3,5,3,0,0.0,0
89359,Female,frequent,69,offline,second-class,2539.2000000000003,5,3,2,4,4,5,1,3,1,3,4,0,0.0,0
77282,Female,frequent,55,online,second-class,3089.6000000000004,4,4,4,2,4,4,2,3,2,1,2,112,101.0,0
27848,Female,frequent,9,offline,second-class,2316.8,1,1,1,2,1,2,4,1,1,2,2,0,0.0,0
100675,Female,non-frequent,18,online,second-class,1422.4,3,3,2,5,3,4,3,2,3,3,5,98,98.0,0
18183,Female,non-frequent,37,online,second-class,364.8,0,2,2,2,2,4,2,5,2,4,2,0,0.0,0
56567,Female,frequent,45,online,first-class,1636.8000000000002,3,3,3,3,5,5,5,5,5,5,5,0,0.0,1
113008,Male,frequent,64,offline,second-class,2801.6000000000004,4,1,3,1,1,1,2,5,3,2,1,4,5.0,0
126851,Male,non-frequent,37,online,second-class,1273.6000000000001,2,2,3,2,2,3,2,5,1,4,2,0,0.0,0
127126,Female,frequent,17,offline,second-class,486.40000000000003,5,3,3,5,3,5,5,2,5,4,5,1,0.0,0
80014,Female,frequent,59,offline,second-class,1510.4,4,3,2,5,5,4,4,3,4,2,1,3,0.0,0
63729,Female,non-frequent,43,online,second-class,256.0,4,2,3,1,2,1,1,1,4,3,1,0,4.0,0
29281,Female,frequent,48,online,second-class,880.0,3,3,3,4,2,3,2,2,2,4,3,0,0.0,0
58772,Male,non-frequent,25,online,second-class,1619.2,1,1,4,3,1,3,3,5,4,2,3,9,0.0,0
106841,Female,non-frequent,22,online,second-class,372.8,0,0,1,2,0,2,5,1,4,5,2,19,18.0,1
42805,Female,non-frequent,35,online,second-class,1083.2,3,3,4,3,3,4,4,1,1,5,3,0,0.0,0
82564,Male,non-frequent,27,online,first-class,844.8000000000001,4,4,2,2,4,2,4,4,4,3,2,4,0.0,1
72718,Female,frequent,59,online,first-class,4252.8,4,4,4,2,5,5,4,4,4,4,4,89,71.0,1
124127,Female,frequent,49,online,second-class,206.4,5,2,5,5,3,4,1,1,1,2,2,45,30.0,0
64505,Female,non-frequent,26,online,first-class,395.20000000000005,5,3,4,2,3,2,4,5,5,3,2,2,5.0,0
111952,Male,frequent,72,online,second-class,852.8000000000001,2,2,2,2,2,2,3,3,4,1,2,17,0.0,0
60522,Male,frequent,25,offline,second-class,1379.2,3,2,4,4,2,4,1,1,3,3,4,0,0.0,0
16198,Male,frequent,65,offline,second-class,318.40000000000003,4,0,2,4,0,4,3,3,4,3,4,0,12.0,0
25624,Female,frequent,12,online,first-class,4868.8,2,2,2,3,2,3,4,1,4,3,3,20,3.0,0
29462,Male,frequent,47,offline,second-class,673.6,5,4,4,4,4,4,5,3,4,2,4,2,9.0,0
55156,Male,frequent,15,offline,second-class,2084.8,4,2,1,1,2,1,4,4,5,4,1,0,22.0,0
109945,Female,frequent,47,offline,second-class,1926.4,1,1,3,1,4,3,2,1,1,2,3,0,0.0,0
56049,Male,frequent,30,online,second-class,3960.0,2,2,2,4,4,4,2,4,4,4,4,0,3.0,0
127502,Female,frequent,10,offline,second-class,2902.4,4,3,3,1,3,1,3,5,5,4,1,0,0.0,0
94885,Female,non-frequent,50,online,second-class,732.8000000000001,0,3,4,4,3,4,3,4,3,4,4,0,0.0,0
22461,Female,frequent,28,offline,second-class,380.8,5,2,5,2,2,2,4,4,5,3,2,0,0.0,0
109680,Male,frequent,31,offline,second-class,1283.2,3,2,2,3,2,3,2,2,2,1,3,70,62.0,0
31471,Female,frequent,46,online,second-class,1364.8000000000002,1,5,1,1,5,5,4,4,4,4,4,17,0.0,1
56993,Female,frequent,19,offline,second-class,3926.4,3,1,2,1,3,3,5,3,3,3,3,0,10.0,0
117147,Male,frequent,30,offline,second-class,1035.2,4,2,1,2,2,2,4,1,2,5,2,15,0.0,0
97342,Male,frequent,37,online,first-class,555.2,2,2,2,1,4,4,2,2,2,1,1,0,0.0,0
64500,Male,non-frequent,32,online,first-class,750.4000000000001,0,0,3,5,0,5,1,2,2,3,5,83,94.0,0
24158,Female,non-frequent,27,online,second-class,214.4,0,2,2,1,2,1,3,1,4,5,1,0,0.0,0
1354,Male,frequent,34,online,first-class,451.20000000000005,0,0,4,4,3,3,3,0,3,2,3,0,0.0,0
41116,Male,frequent,48,online,second-class,1067.2,1,1,1,3,3,3,1,5,1,2,3,0,0.0,0
6386,Male,non-frequent,38,online,second-class,473.6,4,1,3,3,1,2,2,3,4,4,3,0,10.0,0
29328,Female,frequent,32,offline,second-class,1374.4,4,2,3,2,2,2,4,3,4,5,2,0,0.0,0
60136,Female,frequent,20,online,second-class,1891.2,2,2,2,2,2,1,2,4,3,3,2,12,0.0,0
71684,Male,frequent,51,offline,second-class,1792.0,5,1,3,3,1,3,5,5,4,5,3,1,0.0,0
61515,Male,frequent,8,offline,second-class,3604.8,1,2,4,2,2,1,3,3,4,1,2,0,0.0,0
99646,Female,non-frequent,50,online,first-class,2672.0,2,2,5,2,2,2,5,3,5,5,2,0,4.0,0
88973,Male,non-frequent,26,online,second-class,1918.4,2,2,3,4,2,4,3,1,3,3,4,0,3.0,0
2907,Female,frequent,17,offline,second-class,654.4000000000001,4,1,5,1,1,1,3,3,5,4,1,0,0.0,0
38211,Male,frequent,52,online,handicapped-class,1979.2,3,1,1,2,2,2,4,1,2,5,2,0,0.0,1
47491,Male,frequent,31,offline,second-class,892.8000000000001,5,2,1,4,2,4,4,4,3,3,4,0,4.0,0
61592,Male,frequent,53,online,first-class,2616.0,2,2,2,5,4,4,5,5,5,4,3,29,13.0,1
11955,Female,frequent,45,offline,second-class,1249.6000000000001,5,3,4,2,3,2,2,3,1,1,4,77,64.0,0
62088,Female,frequent,7,offline,handicapped-class,4137.6,5,2,3,3,2,3,4,5,4,5,3,6,11.0,0
102141,Female,frequent,54,online,first-class,2470.4,1,1,1,3,4,5,5,4,5,3,3,6,1.0,1
118236,Male,frequent,27,online,second-class,2539.2000000000003,1,1,1,1,2,1,4,5,1,2,1,40,39.0,0
39709,Male,frequent,51,online,second-class,512.0,2,2,2,4,4,4,4,3,5,5,4,0,6.0,1
48576,Female,frequent,48,offline,second-class,1516.8000000000002,2,3,3,2,4,4,4,3,4,2,1,0,0.0,0
105227,Male,non-frequent,58,online,second-class,603.2,1,1,3,3,1,2,3,1,3,3,3,65,111.0,0
58704,Female,frequent,25,online,first-class,6788.8,5,3,5,3,4,4,2,3,4,4,4,4,0.0,0
101267,Male,frequent,11,offline,second-class,3481.6000000000004,4,3,3,3,3,3,2,4,5,5,3,37,32.0,0
22853,Male,frequent,44,offline,second-class,241.60000000000002,2,3,3,5,3,5,3,1,4,1,5,66,54.0,0
75769,Male,frequent,8,offline,second-class,1300.8000000000002,2,3,4,5,3,5,1,1,4,4,5,0,0.0,0
3257,Male,frequent,75,online,first-class,670.4000000000001,3,3,3,3,3,3,3,3,3,3,3,79,158.0,0
20383,Female,frequent,20,online,handicapped-class,424.0,2,2,2,2,1,2,5,3,4,2,2,275,276.0,0
45808,Female,non-frequent,37,online,second-class,625.6,2,3,3,3,3,5,3,3,3,4,3,0,0.0,0
77749,Female,non-frequent,38,online,second-class,529.6,1,1,4,1,1,1,2,4,3,3,1,0,0.0,0
59028,Male,frequent,49,online,first-class,2953.6000000000004,2,2,2,3,1,3,4,3,4,3,1,109,119.0,0
25577,Female,frequent,45,online,second-class,1113.6000000000001,5,5,5,4,4,4,2,3,2,4,2,1,0.0,0
77394,Male,frequent,38,offline,second-class,944.0,5,1,3,5,1,5,3,5,4,4,5,0,0.0,0
72552,Male,non-frequent,23,online,second-class,1468.8000000000002,2,2,4,2,2,2,1,1,3,2,2,0,0.0,0
49845,Female,frequent,48,online,second-class,142.4,2,2,2,4,3,3,1,2,1,4,1,0,20.0,0
128045,Female,non-frequent,25,online,first-class,1176.0,5,1,2,1,1,1,4,5,5,4,1,16,7.0,0
86866,Male,frequent,67,offline,second-class,774.4000000000001,0,1,3,3,1,3,5,4,5,1,3,0,0.0,0
125691,Male,frequent,41,online,second-class,574.4,1,1,1,4,4,4,2,1,3,2,4,30,28.0,0
97616,Male,frequent,42,online,first-class,1222.4,2,2,2,2,4,5,4,4,4,5,5,0,0.0,1
238,Female,frequent,39,online,first-class,1150.4,2,3,2,3,5,5,5,5,5,3,3,82,89.0,1
124774,Male,frequent,44,online,first-class,4547.2,2,2,2,5,5,4,5,5,5,5,4,0,0.0,1
82986,Female,non-frequent,19,online,second-class,1734.4,1,1,3,5,1,5,4,2,4,4,5,71,55.0,0
121304,Male,frequent,55,online,first-class,6334.400000000001,5,5,5,3,5,5,5,5,5,3,3,7,0.0,1
118182,Female,non-frequent,50,online,second-class,1827.2,3,3,2,4,3,5,4,3,3,2,4,15,37.0,0
61988,Female,frequent,39,online,first-class,4137.6,4,5,4,5,3,5,5,5,5,3,5,0,1.0,1
56235,Female,frequent,52,online,first-class,2536.0,2,2,2,4,4,5,5,5,5,5,5,105,97.0,1
45631,Male,frequent,62,online,first-class,180.8,1,1,1,5,4,4,3,3,3,2,3,0,36.0,0
88607,Male,frequent,67,offline,second-class,950.4000000000001,5,2,2,5,2,5,2,2,5,4,5,3,6.0,0
75272,Male,frequent,38,offline,second-class,2790.4,4,3,4,4,3,4,4,5,3,3,4,3,0.0,0
104462,Male,non-frequent,37,online,second-class,984.0,1,1,4,1,1,1,4,4,4,3,1,14,28.0,0
27807,Male,frequent,32,online,second-class,1454.4,1,1,1,4,4,4,4,5,4,3,4,3,0.0,0
34139,Female,frequent,43,online,first-class,1886.4,5,5,5,4,5,5,4,4,4,2,3,0,0.0,1
70500,Male,frequent,28,offline,second-class,1387.2,4,2,2,2,2,2,3,3,2,4,2,0,0.0,0
108709,Male,frequent,49,online,first-class,5198.400000000001,5,5,5,5,4,3,3,3,3,4,3,31,24.0,0
25893,Female,frequent,49,online,first-class,811.2,1,1,1,4,3,3,2,2,2,1,3,28,42.0,0
14412,Male,non-frequent,17,online,second-class,1108.8,1,1,3,3,1,3,2,4,1,2,3,0,0.0,0
85603,Female,frequent,72,online,first-class,4203.2,3,3,3,2,4,4,1,1,1,3,1,0,0.0,0
29698,Male,frequent,23,online,second-class,2467.2000000000003,3,3,3,4,4,5,4,4,3,2,4,0,0.0,1
5778,Female,frequent,45,online,first-class,436.8,4,4,4,4,5,4,5,5,5,4,3,0,0.0,1
33825,Female,frequent,53,online,handicapped-class,2433.6,4,4,4,5,4,4,2,2,2,3,1,0,0.0,0
19377,Male,frequent,18,online,first-class,4352.0,1,1,1,4,4,4,1,5,3,4,4,133,122.0,1
108220,Male,frequent,26,offline,second-class,1243.2,4,4,3,1,4,1,3,3,5,4,1,0,0.0,0
58556,Female,frequent,62,offline,second-class,2422.4,4,2,4,2,3,3,3,2,2,3,4,0,0.0,0
113777,Male,frequent,56,offline,second-class,662.4000000000001,3,2,4,5,2,5,2,4,4,4,5,0,0.0,0
119301,Female,non-frequent,22,online,second-class,342.40000000000003,2,3,4,4,3,4,4,1,4,2,4,0,0.0,0
79110,Female,frequent,24,offline,second-class,361.6,4,0,2,1,0,1,4,4,4,4,1,0,0.0,0
95163,Male,frequent,24,offline,second-class,396.8,4,1,4,1,1,1,5,3,5,3,1,1,10.0,0
55147,Female,frequent,40,offline,second-class,2206.4,5,0,3,3,0,3,5,5,3,3,3,0,14.0,0
109049,Male,frequent,45,online,first-class,5907.200000000001,2,2,2,1,2,2,2,2,2,3,4,63,52.0,0
3251,Male,frequent,46,online,first-class,5664.0,2,2,2,3,4,5,5,5,5,3,5,0,0.0,1
78302,Female,frequent,70,offline,second-class,2556.8,4,2,1,3,5,5,3,2,5,3,3,0,0.0,0
104942,Male,non-frequent,38,online,first-class,1888.0,2,2,4,5,2,5,3,3,5,3,5,19,17.0,0
4411,Male,frequent,32,offline,first-class,1219.2,3,3,3,3,3,3,1,3,5,3,3,38,44.0,0
108133,Female,frequent,37,online,first-class,5723.200000000001,2,2,2,2,4,3,2,2,2,4,4,23,26.0,0
117644,Female,frequent,49,online,first-class,3603.2000000000003,3,3,3,3,5,4,5,5,5,3,3,0,0.0,1
50018,Female,frequent,17,online,second-class,492.8,4,4,4,3,3,2,4,2,2,1,3,0,0.0,0
70118,Male,non-frequent,69,online,second-class,736.0,4,3,4,3,3,4,4,3,3,2,3,1,0.0,0
55162,Male,frequent,51,offline,second-class,2342.4,5,4,4,4,4,4,5,4,5,3,4,0,0.0,0
1161,Female,frequent,35,offline,second-class,252.8,4,0,2,4,0,4,4,2,4,5,4,0,13.0,0
48310,Female,frequent,63,offline,second-class,2398.4,5,3,3,5,3,4,2,3,2,4,4,0,0.0,0
66741,Female,frequent,9,offline,second-class,1283.2,5,1,2,3,1,3,1,5,3,4,3,0,7.0,0
23866,Male,frequent,39,offline,second-class,883.2,5,1,3,5,1,3,2,2,4,3,5,0,0.0,0
8595,Male,frequent,42,offline,second-class,492.8,2,3,4,4,3,4,3,1,3,3,4,47,55.0,0
95375,Female,frequent,34,offline,second-class,302.40000000000003,4,3,4,1,3,1,4,2,3,3,1,1,0.0,0
85348,Male,non-frequent,22,online,second-class,1300.8000000000002,2,2,3,5,2,4,3,2,4,3,5,5,0.0,0
98217,Female,non-frequent,26,online,first-class,707.2,0,0,3,2,0,2,5,5,2,4,2,0,1.0,1
11714,Male,frequent,56,online,first-class,6088.0,3,3,3,2,5,4,4,4,4,4,4,0,0.0,1
116999,Male,non-frequent,35,online,first-class,540.8000000000001,2,2,3,4,2,4,5,3,5,4,4,0,0.0,0
45912,Female,non-frequent,39,online,first-class,1025.6000000000001,2,2,4,4,2,1,1,2,3,3,4,58,45.0,0
38429,Male,frequent,38,offline,second-class,1544.0,4,3,3,1,3,1,2,4,4,4,1,0,0.0,0
46361,Male,non-frequent,25,online,second-class,1620.8000000000002,4,4,3,1,4,1,2,2,5,2,1,35,21.0,0
73103,Female,frequent,43,online,first-class,3478.4,3,3,3,4,5,4,2,2,2,5,4,0,0.0,1
88431,Male,non-frequent,47,online,second-class,646.4000000000001,0,2,3,1,2,1,4,3,3,2,1,0,9.0,0
109612,Male,frequent,54,online,first-class,1292.8000000000002,3,3,3,4,4,4,4,5,5,4,4,241,227.0,1
112716,Female,frequent,41,offline,second-class,1073.6000000000001,3,3,4,1,3,1,5,3,2,1,1,46,39.0,0
17286,Female,frequent,35,online,handicapped-class,704.0,2,2,2,1,1,1,4,4,4,1,1,134,131.0,0
99148,Female,frequent,60,offline,handicapped-class,670.4000000000001,3,2,5,3,5,3,1,2,1,3,2,0,0.0,0
70597,Male,non-frequent,29,online,first-class,4177.6,3,3,3,3,3,3,2,3,5,3,3,11,1.0,0
54203,Female,frequent,46,offline,second-class,2240.0,4,2,3,5,3,4,3,2,3,5,5,13,20.0,0
71268,Female,frequent,16,offline,second-class,1172.8,3,4,4,5,4,5,2,4,4,4,5,22,14.0,0
97015,Male,frequent,31,offline,second-class,1240.0,5,4,3,4,4,4,3,1,4,3,4,30,16.0,0
99369,Female,frequent,33,offline,second-class,654.4000000000001,4,2,4,5,2,5,3,2,2,2,5,1,0.0,0
125923,Female,frequent,53,offline,second-class,1377.6000000000001,4,4,3,4,4,4,3,4,3,5,5,20,5.0,0
20691,Female,non-frequent,22,online,second-class,1246.4,2,2,1,1,2,1,2,1,5,2,1,126,110.0,0
337,Male,frequent,37,offline,second-class,1313.6000000000001,5,2,1,5,2,5,4,2,4,3,5,0,0.0,0
65162,Female,frequent,49,offline,second-class,395.20000000000005,4,3,2,5,4,5,2,3,2,5,4,15,3.0,0
25776,Male,non-frequent,29,online,second-class,1219.2,4,4,4,5,4,5,2,3,3,3,5,0,0.0,0
125485,Female,frequent,8,online,handicapped-class,4667.2,3,2,3,3,3,3,5,4,4,3,3,1,0.0,0
116436,Male,frequent,52,offline,second-class,667.2,3,2,2,4,2,1,4,3,3,4,4,6,4.0,0
98116,Female,frequent,76,online,first-class,3224.0,5,5,5,5,3,2,3,3,3,1,1,25,18.0,0
50826,Male,frequent,16,offline,second-class,492.8,3,3,4,3,3,3,2,3,3,2,3,0,0.0,0
106767,Male,frequent,23,offline,second-class,1512.0,2,4,3,2,4,5,3,4,3,1,2,0,0.0,1
125312,Male,frequent,55,offline,second-class,1084.8,3,3,1,1,3,1,3,5,5,3,1,17,8.0,0
105141,Male,non-frequent,37,online,first-class,352.0,1,1,3,4,1,5,2,4,3,3,4,45,43.0,0
93313,Male,frequent,11,offline,second-class,2772.8,4,1,1,5,1,1,5,4,3,3,5,0,0.0,0
85516,Female,non-frequent,22,online,second-class,342.40000000000003,2,1,4,3,1,5,2,3,3,1,3,12,8.0,0
54531,Male,frequent,26,offline,second-class,1480.0,3,3,3,5,3,5,1,5,3,2,5,15,0.0,0
111567,Female,non-frequent,24,online,second-class,1270.4,3,3,4,5,3,5,1,5,4,1,5,24,15.0,0
113944,Female,frequent,41,online,first-class,2940.8,2,3,3,3,2,3,4,4,4,1,3,0,23.0,0
45557,Male,non-frequent,54,online,second-class,2086.4,3,3,4,3,4,5,3,3,2,2,3,0,0.0,0
10223,Female,frequent,49,online,first-class,481.6,4,4,4,2,4,5,4,4,4,3,3,0,0.0,1
101517,Male,non-frequent,46,offline,second-class,552.0,4,3,4,5,3,5,5,5,4,3,5,13,11.0,0
110373,Male,frequent,45,online,second-class,1347.2,5,5,5,1,1,1,3,1,3,4,1,0,0.0,0
101490,Male,non-frequent,64,online,first-class,552.0,2,2,3,5,2,5,5,2,5,5,5,0,0.0,0
104238,Female,non-frequent,20,online,second-class,2041.6000000000001,3,3,2,4,3,4,4,1,3,2,4,106,108.0,0
70490,Male,frequent,42,online,second-class,1387.2,1,1,1,2,2,2,4,5,2,2,2,1,35.0,0
12068,Female,frequent,61,offline,second-class,601.6,5,3,3,4,5,5,3,3,1,3,3,0,13.0,0
37138,Female,frequent,23,online,second-class,1673.6000000000001,1,1,1,5,5,3,5,5,2,3,5,76,67.0,1
30409,Female,frequent,23,offline,second-class,1025.6000000000001,5,4,2,2,4,2,3,3,4,4,2,0,1.0,0
118771,Female,frequent,21,offline,second-class,1033.6000000000001,5,1,5,5,1,5,4,1,1,1,5,5,8.0,0
56365,Female,frequent,44,offline,second-class,320.0,4,2,1,3,4,5,4,2,4,5,3,9,120.0,0
11680,Male,non-frequent,27,online,first-class,632.0,2,2,2,5,2,5,1,4,2,1,5,0,19.0,0
116765,Male,frequent,15,offline,handicapped-class,646.4000000000001,5,2,1,1,2,1,4,3,5,5,1,12,6.0,0
92846,Female,non-frequent,42,online,handicapped-class,2539.2000000000003,3,3,3,5,3,5,2,1,3,3,5,0,0.0,0
31337,Male,frequent,24,offline,second-class,1699.2,4,4,1,2,4,2,4,3,4,5,2,0,3.0,0
71099,Male,frequent,9,offline,handicapped-class,1283.2,5,2,5,1,2,1,3,5,1,4,1,27,9.0,0
58896,Male,non-frequent,26,online,second-class,1420.8000000000002,2,2,3,5,2,5,4,3,3,2,5,51,30.0,0
111239,Male,frequent,62,offline,handicapped-class,2409.6,4,0,4,2,0,2,5,2,5,5,2,0,1.0,0
94480,Female,frequent,47,online,first-class,1083.2,1,1,1,2,4,5,5,5,5,3,4,10,0.0,1
14368,Female,frequent,24,online,first-class,3688.0,5,5,5,5,5,5,1,3,5,5,5,1,3.0,1
67627,Female,frequent,50,online,first-class,2411.2000000000003,4,4,4,2,4,4,4,5,4,5,3,0,0.0,1
80171,Female,frequent,57,online,first-class,3913.6000000000004,3,3,3,2,2,2,4,3,4,2,2,54,49.0,0
64145,Female,non-frequent,47,online,first-class,1582.4,4,4,2,4,4,4,4,5,5,4,4,0,0.0,1
83248,Male,non-frequent,21,online,second-class,3326.4,3,3,3,5,3,5,3,1,4,1,5,0,0.0,0
4287,Male,frequent,19,offline,second-class,803.2,4,4,5,2,4,1,5,2,4,5,2,4,0.0,0
11581,Male,frequent,62,online,first-class,2787.2000000000003,3,3,3,3,3,3,2,2,2,2,4,105,99.0,0
53490,Male,frequent,42,offline,second-class,3870.4,4,3,4,3,2,2,2,5,5,2,2,31,17.0,0
56823,Male,frequent,45,offline,second-class,2568.0,5,3,1,3,3,3,4,5,5,5,3,11,0.0,0
33752,Female,non-frequent,34,online,second-class,425.6,0,3,3,2,3,2,4,3,3,4,2,0,0.0,0
26259,Female,frequent,34,offline,handicapped-class,646.4000000000001,2,2,3,2,2,2,1,2,2,4,2,7,11.0,0
113704,Male,frequent,20,offline,second-class,662.4000000000001,5,4,1,3,4,3,5,5,5,3,3,0,0.0,0
17766,Female,non-frequent,23,online,second-class,1720.0,0,0,3,2,0,2,5,1,5,2,2,0,23.0,0
104497,Female,non-frequent,43,online,first-class,2574.4,3,3,3,5,3,5,4,5,3,4,5,0,0.0,0
22619,Female,frequent,47,offline,second-class,480.0,4,2,3,2,4,4,2,2,2,5,5,29,24.0,0
75204,Male,frequent,42,online,first-class,2790.4,0,0,1,2,2,2,4,0,4,2,4,7,0.0,0
17550,Male,frequent,37,online,first-class,5841.6,2,2,2,4,1,2,5,4,5,2,1,94,80.0,1
50819,Male,frequent,15,offline,second-class,137.6,4,4,1,3,4,3,3,3,4,3,3,0,0.0,0
24273,Male,frequent,39,offline,second-class,235.20000000000002,1,1,3,1,1,2,4,5,3,3,1,0,6.0,0
69649,Female,frequent,51,online,second-class,910.4000000000001,2,2,2,2,2,2,2,4,4,2,2,249,257.0,0
77801,Female,frequent,7,offline,second-class,1300.8000000000002,2,3,3,4,3,4,4,3,3,3,4,0,0.0,0
1360,Male,frequent,60,online,first-class,494.40000000000003,4,5,4,1,3,3,2,2,2,1,1,0,1.0,0
13737,Female,frequent,57,online,first-class,705.6,2,2,2,2,1,3,5,5,5,4,2,0,0.0,1
80345,Female,frequent,37,online,first-class,5064.0,3,3,3,2,5,5,4,4,4,4,3,0,0.0,1
11901,Male,non-frequent,26,online,first-class,801.6,4,4,1,2,4,2,5,3,4,5,2,0,3.0,0
85831,Female,frequent,64,offline,second-class,1065.6000000000001,5,1,4,3,5,2,2,1,2,4,4,0,0.0,0
92249,Female,frequent,53,online,first-class,2672.0,1,1,1,4,3,4,1,1,1,3,2,0,0.0,0
103554,Female,frequent,11,offline,second-class,1180.8,4,2,2,4,2,4,3,4,5,4,4,8,1.0,0
114186,Female,non-frequent,46,online,first-class,1547.2,4,4,1,5,4,5,3,2,5,4,5,10,0.0,0
76673,Female,frequent,60,offline,second-class,769.6,2,1,3,4,3,3,3,1,3,4,3,0,2.0,0
90476,Female,non-frequent,39,online,first-class,649.6,2,2,3,3,2,3,4,5,5,4,3,0,4.0,0
53237,Female,frequent,8,offline,second-class,942.4000000000001,5,4,2,1,4,1,5,5,5,3,1,0,2.0,0
93445,Female,frequent,10,offline,second-class,1115.2,4,2,1,1,2,1,3,5,5,5,1,6,5.0,0
61181,Male,frequent,22,online,first-class,5353.6,1,1,1,5,5,5,3,3,5,3,5,0,0.0,1
109596,Female,frequent,34,online,handicapped-class,1472.0,4,4,4,3,3,3,4,5,4,1,3,0,0.0,0
72500,Male,frequent,47,online,first-class,1542.4,2,2,2,2,3,3,2,3,2,2,3,0,0.0,0
18917,Female,frequent,24,offline,second-class,716.8000000000001,5,2,3,3,2,3,4,5,4,4,3,0,0.0,0
49792,Male,frequent,67,online,first-class,4950.400000000001,3,3,3,1,4,3,3,3,4,4,2,32,23.0,0
33336,Female,non-frequent,26,online,second-class,3854.4,3,3,4,2,3,4,4,3,4,1,2,0,0.0,0
43330,Male,frequent,45,online,first-class,619.2,0,0,3,3,4,4,2,0,2,3,4,0,21.0,0
108186,Female,frequent,63,offline,second-class,1584.0,4,2,3,4,3,4,3,2,3,1,1,7,16.0,0
10836,Male,frequent,52,online,second-class,224.0,1,1,1,2,2,2,2,2,4,4,2,20,19.0,0
30621,Female,non-frequent,50,online,second-class,838.4000000000001,0,1,4,1,1,1,2,3,4,2,1,0,8.0,0
36219,Female,non-frequent,25,online,second-class,793.6,0,4,3,4,4,3,5,2,1,2,4,0,0.0,0
118851,Female,frequent,13,offline,handicapped-class,1041.6000000000001,2,1,3,4,1,4,4,2,3,1,4,0,0.0,0
1020,Female,non-frequent,39,online,second-class,262.40000000000003,0,1,2,3,1,3,1,1,2,1,3,0,11.0,0
125743,Female,non-frequent,14,online,second-class,1472.0,2,2,4,4,2,4,5,2,4,5,4,0,0.0,0
105810,Female,frequent,63,offline,second-class,1060.8,4,2,3,4,4,3,2,2,1,2,3,76,57.0,0
10161,Female,frequent,47,offline,second-class,1912.0,4,1,3,5,5,4,4,1,4,3,4,0,0.0,0
126255,Female,non-frequent,23,online,second-class,524.8000000000001,0,4,1,4,4,1,4,1,4,2,4,0,0.0,0
9098,Male,frequent,31,offline,handicapped-class,339.20000000000005,0,1,3,4,1,4,5,3,5,4,4,101,97.0,0
27648,Female,frequent,54,offline,handicapped-class,1115.2,4,3,2,3,3,1,4,3,4,2,3,17,6.0,0
123800,Male,non-frequent,23,online,second-class,870.4000000000001,4,4,5,1,4,1,5,2,4,5,1,0,0.0,0
48800,Female,frequent,57,online,first-class,244.8,4,4,4,5,3,4,2,2,3,4,2,0,0.0,0
82476,Male,frequent,48,offline,second-class,803.2,5,4,2,5,4,5,3,3,4,4,5,0,7.0,0
15412,Male,frequent,46,online,first-class,692.8000000000001,4,4,4,2,2,1,4,4,4,3,5,0,0.0,1
18203,Male,non-frequent,22,online,second-class,376.0,0,3,2,4,3,4,3,1,3,3,4,1,0.0,0
29501,Female,frequent,19,offline,second-class,1771.2,3,3,4,4,3,4,4,4,2,5,4,0,0.0,0
832,Female,frequent,38,online,first-class,214.4,3,3,3,3,4,4,2,2,1,1,3,0,16.0,0
92040,Male,frequent,40,online,first-class,2456.0,4,4,4,2,4,5,5,5,5,4,5,0,0.0,1
5258,Male,non-frequent,44,online,second-class,612.8000000000001,3,3,2,4,3,4,2,2,3,2,4,0,0.0,0
9111,Male,frequent,25,online,first-class,5043.200000000001,4,4,4,3,3,3,4,5,4,2,3,0,16.0,0
67877,Female,frequent,8,offline,second-class,1900.8000000000002,2,2,3,2,2,2,1,1,3,2,2,0,0.0,0
113708,Male,frequent,14,offline,second-class,635.2,4,4,1,4,4,4,3,5,5,3,4,0,0.0,0
105787,Female,frequent,70,offline,second-class,1347.2,3,1,3,1,1,5,1,1,1,2,3,2,14.0,0
49003,Male,frequent,55,online,second-class,715.2,3,5,5,4,4,4,1,4,1,4,4,0,0.0,1
87577,Female,frequent,64,offline,second-class,691.2,5,2,2,1,4,1,4,2,4,3,4,12,12.0,0
32756,Female,frequent,66,online,first-class,161.60000000000002,3,3,3,2,3,3,2,2,2,2,1,0,0.0,0
49847,Male,frequent,17,online,second-class,334.40000000000003,4,4,4,2,2,1,4,2,3,3,2,0,0.0,0
126112,Male,frequent,44,online,second-class,811.2,0,0,4,1,1,1,3,2,4,1,1,0,0.0,0
55413,Female,frequent,67,offline,second-class,2064.0,5,2,1,3,5,4,5,2,5,3,3,47,11.0,0
36139,Female,frequent,26,offline,second-class,2574.4,2,2,3,5,2,4,1,5,4,1,5,0,1.0,0
29282,Male,non-frequent,25,online,second-class,910.4000000000001,2,3,2,3,3,3,4,1,3,4,3,0,0.0,0
42034,Female,frequent,31,online,second-class,169.60000000000002,1,1,1,3,2,3,1,2,2,3,3,0,4.0,0
28259,Male,frequent,43,online,first-class,5334.400000000001,3,3,3,4,4,3,1,1,1,4,1,37,30.0,0
78527,Male,frequent,64,offline,second-class,992.0,4,4,1,3,4,3,4,3,4,5,3,6,32.0,0
