ids,bod,ammonium,silicon_dixoide,potassium_dichromate,oxygen_saturation,conduct,nitrogen_dioxide,hardness,nitrate,carbon_dioxide,potassium_permanganate,chlorine,phosphate,oxygen,standard_ph,standard_temperature,38100,57500,55800,59300,29600,33400,25400,19400,50390,37880,17300,49700,34500,30400
384,0.8409386665171971,0.759415300708788,1.4207558883672802,0.870291293407663,3.34289612069735,4.47844405892221,0.403047084780043,5.24083985284195,1.8713706373851002,0.42733955932909706,0.743216751582678,0.6831857827440799,0.715739494236125,3.3967742387324305,24.0223317368256,1.94794861641688,1,0,1,0,0,1,0,1,1,1,1,0,1,1
385,1.1684621471607401,0.63284608392399,0.69305165286209,1.26240055747046,1.4689157387884502,4.37623890405054,0.633359704654353,5.398459096536452,1.5645885656826202,2.05899969494929,1.0810425477566201,2.0806112474478797,0.568381363069864,1.28414635854519,22.520936003274002,3.2725536755803595,0,0,0,0,1,1,0,1,0,1,0,0,0,0
386,2.16873656101804,0.544247632174631,0.7970094007914029,1.20980053424252,2.1722147894811004,3.69796833081128,0.23031261987431,5.3196494746892,0.61356414340495,1.08777342374679,1.10806861145054,1.0972377722859499,0.7788929790216659,2.52686864100827,23.421773443404998,0.8960563635517651,0,0,0,0,1,1,0,0,0,1,0,1,0,0
387,0.57537908761703,0.219386642426983,0.7970094007914029,0.889418574581458,2.71971974666589,3.94883552913265,0.345468929811465,5.28024466376558,1.5952667728528702,1.01007532205059,0.702677656041805,0.6521318835284399,0.48417671668914297,2.7339890214187794,21.3198194164327,2.04534604723772,0,0,0,0,1,1,0,1,0,1,0,0,0,1
388,0.053111915780034,0.029532817249785997,0.7970094007914029,0.21996373349864,4.4690648537685,3.20552531188415,0.0,4.33452920159861,1.13509366529916,0.0,0.27026063693915603,0.258782493463667,0.04210232319036,4.0595594560460695,24.322610883536,2.9219229246253198,0,1,0,0,1,0,0,0,1,0,1,1,1,0
389,0.203595677156795,0.084379477856532,0.762356818148299,0.157800069683807,4.914190835219549,3.31702184447143,0.0,4.689172499911219,1.9327270517255903,0.543886711873396,0.18918244585740893,0.393349390064773,0.02105116159518,5.21943358634495,23.7220525901153,1.59731786546184,0,1,0,1,0,0,0,0,1,0,1,1,0,0
390,0.053111915780034,0.10547434732066499,0.831661983434508,0.191272811737948,4.45125981451046,3.8930872628390096,0.0,5.083220609147459,2.05543988040658,1.2431696271391899,0.175669414010451,0.331241591633493,0.06315348478554,4.30810391253869,23.421773443404998,2.35701782586443,0,1,0,1,0,0,0,0,1,0,1,1,0,0
391,0.141631775413423,0.067503582285226,0.658399070218985,0.157800069683807,5.09669248761447,2.76883055925066,0.0,4.41333882344586,1.9940834660660904,0.271943355936698,0.27026063693915603,0.362295490849133,0.12630696957108098,5.426553966755461,23.421773443404998,1.5778383792976698,0,1,1,0,0,0,0,0,1,0,1,1,1,0
392,0.088519859633389,0.063284608392399,0.762356818148299,0.105200046455871,4.48686989302654,3.26127357817779,0.057578154968577995,4.610362878063969,2.05543988040658,1.3597167796834901,0.21620850955132506,0.258782493463667,0.08420464638072099,4.473800216867099,23.421773443404998,2.10378450573023,0,1,0,0,0,0,0,0,1,0,1,1,0,0
393,0.106223831560067,0.029532817249785997,0.762356818148299,0.29169103790037104,4.33552705933319,3.4842666433523397,0.057578154968577995,4.649767688987597,1.9940834660660904,0.0,0.29728670063307105,0.393349390064773,0.06315348478554,4.26667983645658,23.1214942966947,2.22066142271524,0,0,0,1,0,0,0,0,0,0,0,0,1,0
394,0.053111915780034,0.084379477856532,0.6237464875758809,0.17692735085760194,4.11296406860766,3.5214321542147595,0.057578154968577995,4.295124390674991,1.2271282868099,1.3597167796834901,0.324312764326987,0.258782493463667,0.10525580797590099,3.76959092347135,23.421773443404998,2.8440049799686498,0,1,0,1,0,0,0,0,1,0,0,1,0,0
395,0.09737184559672801,0.033751791142613,0.762356818148299,0.11476368704276899,4.8696782370744405,2.4900892277824704,0.115156309937155,4.4921484452930995,1.6873013943636102,0.271943355936698,0.27026063693915603,0.32089029189494706,0.02105116159518,4.68092059727761,23.421773443404998,2.4154562843569303,0,1,0,1,0,0,0,1,0,0,1,1,0,1
396,0.088519859633389,0.037970765035438996,0.7970094007914029,0.349072881421755,4.1841842256398305,3.02898913528763,0.115156309937155,4.610362878063969,2.17815270908757,0.699282915265795,0.27026063693915603,0.30018769241785304,0.12630696957108098,4.22525576037448,22.8212151499843,2.00638707490939,0,1,0,0,0,1,1,1,0,0,1,1,1,0
397,0.09737184559672801,0.037970765035438996,0.69305165286209,0.11476368704276899,4.69162784449402,2.28567891803914,0.0,4.295124390674991,1.6873013943636102,0.42733955932909706,0.31079973248002896,0.289836392679307,0.168409292761441,4.72234467335971,23.1214942966947,2.0258665610735602,0,1,0,0,0,0,0,0,0,0,0,1,1,0
398,0.115075817523406,0.029532817249785997,0.831661983434508,0.14823642909691,4.69607910430853,3.17765117873733,0.0,4.33452920159861,1.77933601587435,1.6316601356201899,0.22972154139828196,0.227728594248027,0.02105116159518,4.5980724451134005,23.7220525901153,2.25962039504358,0,1,0,0,0,0,0,0,1,0,1,1,1,0
399,0.12392780348674501,0.08859845174935901,0.727704235505194,0.071727304401731,4.79845808004227,3.18694255645294,0.0,4.53155325621673,2.2088309162578197,0.9712262712024928,0.175669414010451,0.382998090326227,0.02105116159518,5.09516135809864,23.421773443404998,1.59731786546184,0,1,0,0,0,0,0,0,1,0,1,1,0,0
400,0.106223831560067,0.063284608392399,0.7970094007914029,0.138672788510012,4.48686989302654,2.59229438265414,0.0,3.979885903286,2.48493478079005,0.699282915265795,0.21620850955132506,0.486511087711693,0.189460454356621,4.76376874944182,23.1214942966947,1.59731786546184,0,1,0,0,0,0,0,1,1,0,1,1,1,0
401,0.07081588770671099,0.07594153007087899,0.7970094007914029,0.21996373349864,4.27766068174455,3.19623393416855,0.057578154968577995,4.45274363436948,2.9451078883437596,1.3597167796834901,0.22972154139828196,0.37264679058767997,0.23156277754698198,4.43237614078499,21.620098563143106,1.7921127271035302,0,1,0,0,0,0,0,0,1,0,1,1,1,0
402,0.141631775413423,0.029532817249785997,0.7970094007914029,0.14823642909691,4.19753800508336,3.2798563336089996,0.057578154968577995,4.33452920159861,2.17815270908757,0.9712262712024928,0.202695477704367,0.289836392679307,0.14735813116626098,4.30810391253869,22.520936003274002,1.8700306717602104,0,1,0,0,0,0,0,1,0,0,1,1,1,0
403,0.061963901743372,0.063284608392399,0.727704235505194,0.18649099144449904,4.20644052471238,3.30773046675582,0.0,4.689172499911219,1.53391035851237,1.70935823731639,0.4189039872556911,0.27948509294076,0.08420464638072099,4.22525576037448,23.1214942966947,2.04534604723772,0,1,0,0,0,0,0,0,0,0,1,1,0,0
404,0.07966787367005,0.029532817249785997,0.762356818148299,0.272563756726576,3.9660724947288197,3.34489597761825,0.057578154968577995,4.649767688987597,2.17815270908757,0.0,0.202695477704367,0.362295490849133,0.06315348478554,3.9767113038818596,22.520936003274002,2.0648255334018897,0,0,0,0,0,0,0,0,0,0,1,1,0,1
405,0.07081588770671099,0.08859845174935901,0.658399070218985,0.263000116139678,4.767299261340701,3.40064424391188,0.057578154968577995,4.21631476882774,1.90204884455534,0.699282915265795,0.28377366878611304,0.331241591633493,0.10525580797590099,4.68092059727761,23.7220525901153,2.24014090887941,0,1,0,0,0,0,0,0,1,0,1,1,0,0
406,0.04425992981669498,0.033751791142613,0.762356818148299,0.11476368704276899,4.29101446118808,2.4900892277824704,2.70617328352315,4.295124390674991,1.07373725095866,0.42733955932909706,0.256747605092198,0.26913379320221303,0.06315348478554,4.0181353799639705,22.8212151499843,2.64921011832696,0,1,1,1,0,0,0,0,0,0,0,1,0,1
407,0.185891705230117,0.09281742564218501,0.762356818148299,0.224745553792089,4.571443829502241,3.36347873304946,0.0,4.610362878063969,1.6873013943636102,0.699282915265795,0.24323457324524,0.414051989541867,0.08420464638072099,4.929465053770231,23.421773443404998,1.4804409484768302,0,1,1,0,1,0,0,0,1,0,1,1,1,0
408,0.061963901743372,0.08859845174935901,1.00492489665003,0.16258188997725598,4.75394548189717,3.97670966227947,0.0,5.12262542007108,1.2578064939801499,2.3309430508859803,0.18918244585740893,0.331241591633493,0.08420464638072099,4.39095206470289,23.421773443404998,2.76608703531197,0,0,0,1,0,0,0,0,0,0,1,1,0,1
409,0.106223831560067,0.067503582285226,0.9356197313638208,0.14823642909691,4.29546572100259,2.94536673584718,0.0,4.5709580671403485,1.71797960153386,0.349641457632898,0.18918244585740893,0.32089029189494706,0.168409292761441,4.5980724451134005,23.1214942966947,1.5388794069693401,0,1,0,0,0,0,1,0,1,0,1,1,0,0
410,0.088519859633389,0.07172255617805201,0.727704235505194,0.13389096821656402,4.46461359395399,3.10332015701248,0.057578154968577995,4.689172499911219,2.4542565736198,1.3597167796834901,0.22972154139828196,0.258782493463667,0.10525580797590099,4.34952798862079,23.1214942966947,2.29857936737192,0,1,0,0,0,0,1,0,1,0,1,1,1,0
411,0.09737184559672801,0.063284608392399,0.7970094007914029,0.200836452324845,4.33107579951868,3.5214321542147595,0.0,5.24083985284195,1.9327270517255903,1.78705633901259,0.175669414010451,0.27948509294076,0.08420464638072099,4.18383168429238,22.220656856563696,2.3764973120285897,0,0,0,1,1,0,1,0,0,0,1,1,1,0
412,0.141631775413423,0.033751791142613,0.7970094007914029,0.18649099144449904,4.52247997154262,3.54001490964598,0.0,4.80738693268209,1.8100142230446001,1.01007532205059,0.21620850955132506,0.3105389921564,0.06315348478554,4.34952798862079,23.7220525901153,2.4154562843569303,0,1,0,0,0,0,0,0,0,0,1,1,0,0
413,0.035407943853356015,0.07594153007087899,0.6237464875758809,0.2295273740855369,4.09070776953511,3.5307235319303705,0.0,4.373934012522232,1.01238083661817,1.01007532205059,0.256747605092198,0.238079893986573,0.12630696957108098,3.6867427713071503,23.421773443404998,2.999840869282,0,0,0,0,0,0,0,0,1,0,0,1,0,1
414,0.132779789450084,0.029532817249785997,0.6237464875758809,0.325163779954511,3.80582714140644,3.0104063798564202,0.057578154968577995,4.72857731083485,1.3498411154908898,1.08777342374679,0.21620850955132506,0.24843119372512,0.06315348478554,3.76959092347135,22.8212151499843,2.1622229642227397,0,0,0,0,0,0,1,0,0,1,1,1,0,0
415,0.15933574734010095,0.172977929605891,0.519788739646567,0.516436591692459,4.31327076026063,3.63292868680204,0.4606252397486211,5.4772687183837,0.5522077290644549,0.0,0.6080864331131,0.3105389921564,0.02105116159518,3.85243907563556,23.421773443404998,3.07775881393867,1,0,0,0,0,0,1,1,0,0,0,1,0,0
416,0.185891705230117,0.063284608392399,0.866314566077612,0.583382075800741,3.3339936010683298,3.4192269993431004,0.057578154968577995,4.689172499911219,0.12271282868099,2.3309430508859803,0.797268878970509,0.196674695032387,0.189460454356621,2.52686864100827,22.8212151499843,4.8309125687138605,1,0,0,0,0,0,1,0,0,1,0,0,0,1
417,0.141631775413423,0.16032100792741102,0.519788739646567,0.454272927877626,4.6204076874618485,4.599231969225089,0.633359704654353,5.871316827619928,0.7362769720859399,0.0,0.405390955408733,0.455457188496053,0.06315348478554,3.6453186952250403,24.322610883536,4.36340490077381,1,0,0,0,0,0,0,0,0,1,0,0,0,0
418,0.15933574734010095,0.12235024289197098,0.9356197313638208,0.320381959661063,3.94381619565627,3.4192269993431004,0.115156309937155,5.24083985284195,1.2271282868099,0.0,0.31079973248002896,0.34159289137203996,0.12630696957108098,4.5566483690313,23.421773443404998,0.9544948220442708,1,0,0,0,0,0,0,1,0,1,0,1,0,0
419,0.09737184559672801,0.10969332121349196,0.831661983434508,0.535563872866254,2.4615466774242796,3.6050545536552203,0.057578154968577995,5.24083985284195,0.24542565736198,0.699282915265795,0.662138560500931,0.3105389921564,0.02105116159518,2.36117233667986,23.421773443404998,2.4349357705211,0,0,0,0,0,0,0,0,1,0,0,1,0,0
420,0.09737184559672801,0.09281742564218501,0.658399070218985,0.621636638148331,4.10851280879315,3.5307235319303705,0.057578154968577995,4.373934012522232,0.09203462151074199,0.0,0.770242815276593,0.34159289137203996,0.04210232319036,3.1482297822398104,24.322610883536,4.69455616556468,1,0,0,0,0,0,0,0,0,1,0,0,0,1
421,0.185891705230117,1.12224705549188,0.31187324378794,0.4877456699317671,3.09807683089928,3.63292868680204,0.057578154968577995,4.84679174360572,0.337460278872722,0.0,0.513495210184396,0.331241591633493,0.31576742392770196,2.6097167931724705,22.520936003274002,3.66214339886373,1,0,0,0,0,0,0,0,0,0,0,0,0,1
422,0.150483761376762,0.303766120283515,0.6237464875758809,0.253436475552781,4.63376146690539,2.95465811356278,0.057578154968577995,4.88619655452934,1.1044154581289098,0.0,0.351338828020902,0.289836392679307,0.08420464638072099,5.13658543418074,25.223448323666897,1.26616660067097,0,0,0,0,1,0,0,1,0,0,0,0,0,0
423,1.06223831560067,5.06276867139192,2.2870704544449,2.25223735821434,2.84435502147218,4.6828543686655495,0.403047084780043,5.5560783402309415,0.24542565736198,1.3597167796834901,1.2972510573079499,1.1903994699328702,1.6209394428288701,2.52686864100827,23.7220525901153,3.13619727243118,1,0,0,0,0,0,1,1,0,1,1,0,0,1
424,0.274411564863507,0.9914588648142508,0.415830991717254,0.286909217606922,4.05064643120452,4.0138751731419,0.057578154968577995,5.7531023948490585,0.951024422277672,0.0,0.432417019102649,0.517564986927333,0.29471626233252196,5.21943358634495,24.322610883536,0.15583588931335,0,0,0,1,0,0,0,1,1,0,0,0,0,0
425,0.212447663120134,0.059065634499571994,0.519788739646567,0.267781936433127,5.00321603150975,4.25545099374766,0.17273446490573302,5.95012644946718,0.6749205577454449,0.0,0.324312764326987,0.175972095555293,0.25261393914216196,4.14240760821028,24.322610883536,3.83745877434125,1,1,0,1,0,0,1,1,0,1,0,0,0,1
426,6.1609822304838895,17.0868442659477,6.61864328483296,14.9670975184944,0.213660471096502,8.30649167775198,0.575781549685776,6.895841911634152,0.276103864532227,2.05899969494929,5.824116726038799,3.3227672160734802,5.5785578227227415,0.165696304328411,24.0223317368256,4.558199762415501,1,0,0,0,0,0,1,0,0,0,0,0,0,0
427,0.15933574734010095,0.09703639953501199,0.7970094007914029,0.602509356974536,4.50467493228458,3.4842666433523397,0.17273446490573302,5.5560783402309415,0.8589898007669291,0.0,0.459443082796565,0.1552694960782,0.10525580797590099,5.302281738509151,24.923169176956602,0.8181384188950899,1,0,0,1,0,0,0,1,0,1,0,0,0,1
428,0.354079438533557,0.050627686713919005,0.346525826431045,0.31081831907416496,1.90959046042499,4.32978201547251,0.23031261987431,5.871316827619928,0.8283115935966819,0.0,0.5675473375722271,0.393349390064773,1.17886504933009,1.6983871193662101,23.421773443404998,3.11671778626701,1,0,0,1,0,0,0,1,0,1,0,0,0,1
429,0.38063539642357397,0.063284608392399,2.04450237594316,0.8272549107666249,2.66630462889176,3.67009419766446,0.115156309937155,3.979885903286,1.1657718724694,1.2431696271391899,1.70264201271668,1.1903994699328702,0.5052278782843239,2.15405195626934,24.0223317368256,4.09069209447545,1,0,1,1,1,0,1,1,0,1,1,0,1,1
430,0.318671494680201,0.13500716457045098,1.5593662189396995,1.3676006039263302,3.60997170956798,3.4563925102055197,0.287890774842888,3.54643298312613,0.36813848604296995,0.699282915265795,1.06752951590966,1.51128976182781,0.48417671668914297,2.8582612496650897,24.0223317368256,4.324445928445471,1,1,0,1,0,0,1,1,0,0,1,0,0,1
431,0.5842310735803691,0.11813126899914501,0.762356818148299,1.5780006968380702,3.13368690941536,3.92096139598583,0.115156309937155,4.13750514698049,0.030678207170248,0.699282915265795,1.4188683439305705,2.6602840328064903,0.04210232319036,2.6097167931724705,23.421773443404998,3.77902031584875,1,0,1,1,0,0,1,1,1,0,1,0,0,1
432,0.292115536790184,0.379707650354394,0.415830991717254,0.35385470171520395,4.73168918282462,2.90820122498475,0.287890774842888,3.7828618486678796,1.5952667728528702,0.0,0.49998217833743797,1.12829167150159,0.35786974711806296,5.467978042837559,23.7220525901153,0.9544948220442708,1,0,0,0,0,0,1,1,0,0,1,0,0,1
433,0.141631775413423,0.09281742564218501,1.10888264457934,0.7364003251911,2.9378314775769003,3.55859766507719,0.17273446490573302,4.4921484452930995,0.6442423505751971,0.42733955932909706,0.770242815276593,1.33531766627252,0.23156277754698198,2.8168371735829902,23.7220525901153,2.4349357705211,0,0,0,0,0,0,1,0,0,0,1,0,1,1
434,0.203595677156795,0.042189738928266,0.415830991717254,0.41601836553003707,4.88748327633248,2.79670469239748,0.287890774842888,4.5709580671403485,1.4418757370016295,0.0,0.31079973248002896,0.382998090326227,0.08420464638072099,4.88804097768813,24.322610883536,2.08430501956606,1,0,0,0,0,0,0,1,0,0,1,0,0,0
435,0.46915525605696295,0.08859845174935901,1.83658688008454,0.7411821454845479,3.5298490329067898,2.79670469239748,0.9212504794972408,3.5070281722025096,2.85307326683302,0.699282915265795,1.01347738852183,0.7970500798680942,0.526279039879504,3.1482297822398104,22.220656856563696,3.09723830010284,1,0,0,1,0,0,0,1,0,1,1,0,0,0
436,0.106223831560067,0.084379477856532,0.6237464875758809,0.076509124695179,4.4557110743249675,2.8524529586911203,0.0,3.7040522268206297,1.5952667728528702,0.271943355936698,0.162156382163493,0.331241591633493,0.02105116159518,4.80519282552392,23.421773443404998,1.4804409484768302,0,0,0,0,0,0,1,0,1,0,1,1,1,1
437,0.203595677156795,0.063284608392399,0.658399070218985,0.196054632031397,4.9676059529936705,2.6387512712321697,0.115156309937155,4.05869552513324,1.9940834660660904,0.349641457632898,0.256747605092198,0.3105389921564,0.378920908713243,5.302281738509151,23.421773443404998,1.5583588931335,0,0,0,0,0,0,0,1,0,0,1,1,1,0
438,0.115075817523406,0.08859845174935901,0.6237464875758809,0.143454608803461,4.78065304078423,2.87103571412233,0.057578154968577995,3.90107628143875,1.9940834660660904,0.699282915265795,0.24323457324524,0.34159289137203996,0.168409292761441,4.929465053770231,23.421773443404998,1.83107169943187,0,0,0,0,0,0,0,1,0,0,1,1,1,0
439,0.19474369119345605,0.29954714639068897,0.658399070218985,0.267781936433127,5.17681516427566,3.01969775757203,0.057578154968577995,4.17690995790411,1.9327270517255903,0.42733955932909706,0.21620850955132506,0.331241591633493,0.08420464638072099,5.26085766242705,22.8212151499843,1.94794861641688,0,1,0,1,0,0,0,0,0,0,1,1,1,0
440,0.035407943853356015,0.080160503963705,0.554441322289672,0.3395092408348581,4.24205060322847,3.2705649558934,0.0,4.72857731083485,0.9203462151074241,0.699282915265795,0.31079973248002896,0.24843119372512,0.06315348478554,4.14240760821028,23.421773443404998,2.2790998812077503,0,0,1,1,1,0,1,0,1,0,1,1,0,1
441,0.115075817523406,0.084379477856532,0.48513615700346296,0.2343091943789861,5.32370673815451,3.2705649558934,0.057578154968577995,3.94048109236237,1.01238083661817,0.0,0.31079973248002896,0.27948509294076,0.04210232319036,4.76376874944182,24.322610883536,3.0582793277745,1,0,0,1,0,0,0,0,0,0,1,1,0,1
442,0.053111915780034,0.05484666060674599,0.6237464875758809,0.18649099144449904,4.6204076874618485,2.76883055925066,0.057578154968577995,3.86167147051512,1.65662318719336,0.0,0.22972154139828196,0.238079893986573,0.02105116159518,4.76376874944182,24.0223317368256,1.83107169943187,0,0,0,1,0,0,1,0,0,0,0,1,0,0
443,0.07081588770671099,0.050627686713919005,0.69305165286209,0.11476368704276899,4.33552705933319,2.5737116272229303,0.0,4.13750514698049,1.62594498002312,0.0,0.162156382163493,0.20702599477093306,0.04210232319036,4.5152242929492,23.421773443404998,1.75315375477519,0,1,0,1,0,0,0,0,0,0,1,1,0,0
444,0.09737184559672801,0.025313843356960002,0.589093904932776,0.253436475552781,4.460162334139481,2.79670469239748,0.0,3.94048109236237,0.9203462151074241,0.0,0.27026063693915603,0.227728594248027,0.02105116159518,3.9767113038818596,23.7220525901153,3.09723830010284,1,0,0,1,1,0,1,0,1,0,1,1,1,0
445,0.09737184559672801,0.080160503963705,0.6237464875758809,0.10998186674932,4.73614044263913,2.71308229295702,0.0,3.7828618486678796,1.50323215134213,0.0,0.18918244585740893,0.289836392679307,0.02105116159518,5.05373728201654,24.0223317368256,1.5583588931335,0,0,0,1,0,0,0,0,0,0,1,1,1,0
446,0.115075817523406,0.029532817249785997,0.589093904932776,0.306036498780717,4.27320942193004,3.2148166895997594,0.0,4.25571957975136,1.31916290832064,1.01007532205059,0.175669414010451,0.1552694960782,0.189460454356621,4.10098353212817,22.8212151499843,2.4349357705211,0,1,0,0,0,0,1,0,0,1,0,1,0,0
447,0.07081588770671099,0.07594153007087899,0.69305165286209,0.10998186674932,4.15747666675277,3.1311942901593,0.0,3.94048109236237,1.5645885656826202,1.2431696271391899,0.18918244585740893,0.24843119372512,0.06315348478554,4.30810391253869,23.7220525901153,1.7921127271035302,0,1,0,0,0,0,0,0,1,1,0,1,0,0
448,0.07966787367005,0.063284608392399,0.727704235505194,0.12432732762966599,4.46461359395399,2.61087713808535,0.0,3.7040522268206297,1.84069243021485,0.543886711873396,0.21620850955132506,0.27948509294076,0.06315348478554,4.76376874944182,23.7220525901153,1.5583588931335,0,0,1,1,0,0,1,0,1,0,1,1,0,0
449,0.07966787367005,0.08859845174935901,0.6237464875758809,0.09085458557552499,4.42900351543791,2.90820122498475,0.057578154968577995,3.90107628143875,0.36813848604296995,1.3597167796834901,0.21620850955132506,0.20702599477093306,0.06315348478554,4.68092059727761,23.7220525901153,1.6362768377901795,0,0,0,1,0,0,0,0,1,0,1,1,0,0
450,0.132779789450084,0.07172255617805201,0.554441322289672,0.10998186674932,4.7272379230101125,2.9639494912783904,0.057578154968577995,4.01929071420962,1.8713706373851002,0.42733955932909706,0.22972154139828196,0.238079893986573,0.04210232319036,4.80519282552392,23.421773443404998,1.94794861641688,0,0,0,1,0,0,0,0,0,0,1,1,1,0
451,0.04425992981669498,0.084379477856532,0.554441322289672,0.18649099144449904,4.12186658823668,3.63292868680204,0.0,4.53155325621673,0.8896680079371769,0.9712262712024928,0.27026063693915603,0.27948509294076,0.08420464638072099,4.0181353799639705,23.7220525901153,2.29857936737192,1,1,1,1,1,0,0,0,1,1,1,1,1,0
452,0.16818773330343895,0.059065634499571994,0.38117840907414896,0.564254794626946,4.4111984761798615,3.7815907302517413,0.057578154968577995,5.35905428561283,0.7669551792561871,0.0,0.432417019102649,0.21737729450948,0.4631255550939629,3.7281668473892497,25.223448323666897,3.6231844265354,1,0,0,1,1,0,1,1,1,0,0,0,1,1
453,0.203595677156795,0.15188306014175798,1.0742300619362402,0.6838003019631639,4.01058509287392,3.97670966227947,0.575781549685776,5.12262542007108,1.1964500796396498,0.0,0.635112496807016,0.414051989541867,0.6315348478554039,3.31392608656822,25.223448323666897,3.85693826050542,1,0,0,1,0,0,0,0,1,1,0,1,0,0
454,0.9471624980772639,9.112983608505447,4.26226766510185,1.10460048778665,3.6055204497534703,6.85703675411741,8.751879555223791,5.20143504191833,4.17223617515366,0.0,2.47288482799327,2.42220413881992,5.9364275698408,3.0239575539934997,23.7220525901153,3.7011023711920696,1,0,0,0,1,1,0,1,0,1,0,0,1,0
455,0.5399711437636739,0.649721979495296,0.415830991717254,0.7411821454845479,3.97497501435784,3.8930872628390096,0.6909378596229311,5.437863907460071,1.62594498002312,0.0,0.72970371973572,0.43475458901896,0.842046463807206,3.7281668473892497,25.223448323666897,2.62973063216279,1,0,0,0,1,0,1,0,1,0,0,0,0,1
456,0.920606540187248,1.23194037670537,3.3959530990242404,2.4100374278981405,3.56991037123739,6.28097133574982,4.08804900276901,5.437863907460071,18.8057409953617,0.0,1.9053374904210505,2.15307034561771,0.842046463807206,3.1482297822398104,24.0223317368256,3.19463573092368,1,0,0,0,0,1,1,1,0,1,0,0,1,0
457,0.57537908761703,1.5778962359171498,0.762356818148299,0.937236777515945,3.67674060678564,4.78505952353721,1.15156309937155,5.12262542007108,0.21474745019173205,0.0,0.7161906878887621,0.8177526793451869,0.905199948592746,3.10680570615771,24.6228900302463,3.6231844265354,1,0,0,0,1,0,1,0,0,1,0,0,1,1
458,0.061963901743372,0.10969332121349196,0.7970094007914029,0.11476368704276899,4.47351611358301,3.07544602386567,0.115156309937155,3.07357525204265,0.951024422277672,0.0,0.256747605092198,0.175972095555293,0.02105116159518,5.01231320593443,24.322610883536,1.1882486560143,0,1,0,0,0,0,0,0,1,0,0,1,0,0
459,0.07081588770671099,0.067503582285226,0.658399070218985,0.17214553056415302,4.4201009958088795,2.79670469239748,0.0,3.62524260497338,0.6442423505751971,0.0,0.175669414010451,0.20702599477093306,0.02105116159518,4.473800216867099,25.223448323666897,1.98690758874522,0,1,1,1,0,0,1,0,1,0,0,0,1,0
460,0.115075817523406,0.029532817249785997,0.727704235505194,0.325163779954511,4.42900351543791,2.6387512712321697,0.057578154968577995,3.62524260497338,0.6442423505751971,0.0,0.28377366878611304,0.175972095555293,0.10525580797590099,4.68092059727761,24.923169176956602,1.6362768377901795,0,1,0,1,0,0,1,0,0,0,0,0,0,0
461,0.12392780348674501,0.07172255617805201,0.658399070218985,0.129109147923115,4.54028501080067,2.41575820605762,0.057578154968577995,3.62524260497338,0.7669551792561871,0.0,0.18918244585740893,0.18632339529383998,0.04210232319036,4.84661690160602,25.223448323666897,1.5583588931335,0,1,1,0,0,0,1,0,0,0,0,1,0,0
462,0.150483761376762,0.080160503963705,0.554441322289672,0.119545507336217,4.84297067818738,2.7874133146818703,0.057578154968577995,3.4676233612788905,0.6442423505751971,0.0,0.202695477704367,0.165620795816747,0.02105116159518,5.302281738509151,23.421773443404998,1.3635640314918205,0,1,0,1,0,0,0,0,0,0,0,0,0,0
463,0.12392780348674501,0.10547434732066499,0.6237464875758809,0.119545507336217,4.97650847262269,3.0104063798564202,0.0,3.62524260497338,0.6749205577454449,0.0,0.18918244585740893,0.134566896601107,0.04210232319036,4.76376874944182,25.223448323666897,2.45441525668527,0,1,0,1,0,0,0,0,0,0,0,0,0,0
464,0.212447663120134,0.029532817249785997,0.45048357436035796,0.157800069683807,4.5803463491312595,2.01622896428655,0.17273446490573302,2.9159560083481604,0.6442423505751971,0.0,0.175669414010451,0.072459098169827,0.02105116159518,4.88804097768813,24.6228900302463,1.5583588931335,0,1,0,1,1,0,0,0,0,0,1,0,0,0
465,0.053111915780034,0.029532817249785997,0.415830991717254,0.119545507336217,4.62485894727637,1.7096134996715502,0.0,3.19178968481352,0.6749205577454449,0.0,0.31079973248002896,0.072459098169827,0.02105116159518,4.88804097768813,24.322610883536,1.6362768377901795,0,1,0,0,0,0,0,0,0,0,0,0,0,0
466,0.088519859633389,0.07594153007087899,1.5247136362966,0.138672788510012,4.86522697725993,2.5737116272229303,0.115156309937155,3.74345703774425,0.8896680079371769,0.0,0.31079973248002896,0.18632339529383998,0.02105116159518,4.0181353799639705,24.6228900302463,3.85693826050542,0,1,1,1,0,1,0,0,0,0,0,0,0,0
467,0.106223831560067,0.08859845174935901,1.4207558883672802,0.17214553056415302,5.2346815418642985,2.8431615809755098,0.057578154968577995,3.54643298312613,1.04305904378841,0.0,0.256747605092198,0.238079893986573,0.02105116159518,4.22525576037448,25.8240066170876,4.11017158063962,0,1,1,0,1,0,1,1,0,0,1,0,0,1
468,0.12392780348674501,0.029532817249785997,1.4207558883672802,0.37298198288899803,5.14565634557409,2.7781219369662704,0.057578154968577995,3.979885903286,1.28848470115039,0.0,0.22972154139828196,0.196674695032387,0.06315348478554,4.76376874944182,25.223448323666897,2.7466075491477997,0,1,0,0,0,0,1,1,0,0,1,1,0,1
469,0.141631775413423,0.08859845174935901,1.31679814043797,0.13389096821656402,5.1011437474289805,2.47150647235126,0.057578154968577995,3.5070281722025096,1.41119752983138,0.0,0.256747605092198,0.227728594248027,0.04210232319036,4.80519282552392,25.523727470377196,2.5907716598344503,0,0,1,0,1,0,0,0,1,0,1,1,0,0
