id,dered_i,dered_z,dered_u,dered_g,dered_r,err_i,err_z,err_u,err_g,err_r,extinction_r,skyVersion,run,rerun,camCol,field,obj,photoz,#ra,dec,class
29659,22.4084,20.0814,22.4769,23.4405,21.7043,0.94885,0.35884,0.87675,1.0604799999999999,0.28881,0.04595,1,752,40,1,207,497,0.94742,174.56331,-1.1654,1
29660,20.6936,22.7276,25.8258,25.0477,21.1434,0.22832,2.70638,2.0186,3.1511,0.22008000000000003,0.04696,1,752,40,1,207,498,3.6902,174.56871999999998,-1.0708799999999998,0
29661,21.013,21.2774,20.8927,28.708000000000002,20.8536,0.58062,2.39246,0.47296000000000005,0.41266,0.20824,0.045,1,752,40,1,207,499,4.301880000000001,174.56993,-1.19505,2
29662,21.2226,23.505,26.8849,24.9059,22.2371,0.28635,1.71977,0.6318199999999999,2.41053,0.46087,0.04721,1,752,40,1,207,500,2.30249,174.56995,-1.04968,1
29663,21.7174,23.4068,24.3631,23.1828,22.4279,0.44825,1.8074299999999999,2.73976,0.84306,0.54513,0.0449,1,752,40,1,207,501,0.36823,174.57039,-1.1969299999999998,2
29664,26.4134,20.3142,26.7638,26.874000000000002,21.9618,0.71853,0.42155,0.70982,0.8798799999999999,0.36039,0.046060000000000004,1,752,40,1,207,502,0.55919,174.57429,-1.15058,1
29665,21.5737,19.977999999999998,23.9313,26.8128,22.2868,0.39359,0.31025,2.38442,0.9234399999999999,0.48041000000000006,0.04501,1,752,40,1,207,503,1.7166700000000001,174.57433999999998,-1.1942700000000002,2
29666,21.83,21.3304,25.4988,25.3745,22.9167,0.42668999999999996,0.63939,1.8403,5.99753,0.64868,0.0459,1,752,40,1,207,504,3.62255,174.5756,-1.1585,1
29667,20.2468,20.2395,21.2445,22.8797,21.4307,0.15165,0.50894,0.34483,0.8399399999999999,0.22144,0.04639,1,752,40,1,207,505,0.39751,174.57603999999998,-1.1206200000000002,2
29668,20.75,19.7639,20.262999999999998,25.0102,22.1412,0.2404,0.33035,0.14135,3.15014,0.54683,0.04648,1,752,40,1,207,506,4.08396,174.57606,-1.11264,0
29669,19.6972,19.5008,22.3691,21.7001,20.6221,0.17334000000000002,0.49293000000000003,1.8053599999999999,0.5455800000000001,0.16827,0.043410000000000004,1,752,40,1,207,507,1.9170099999999999,174.5766,-1.21821,2
29670,20.7918,20.1963,22.9293,23.4344,22.2441,0.1934,0.37856,1.1935799999999999,1.04795,0.46415,0.046169999999999996,1,752,40,1,207,508,1.25536,174.57886000000002,-1.13457,0
29671,20.9837,19.8046,23.9473,25.066999999999997,22.6923,0.39107,0.61107,1.62638,1.9909299999999999,0.65645,0.046060000000000004,1,752,40,1,207,509,1.8870200000000001,174.57898,-1.14575,0
29672,21.71,21.3472,22.8867,26.6798,22.3254,0.4727,1.0522799999999999,1.1537899999999999,1.17696,0.6169899999999999,0.046189999999999995,1,752,40,1,207,510,4.8117,174.57908,-1.1322,1
29673,21.5272,20.0363,25.7224,26.2809,22.3109,0.37783,0.32748,1.6833099999999999,1.4174200000000001,0.49232,0.046669999999999996,1,752,40,1,207,511,4.8117,174.57903000000002,-1.0537,0
29674,21.3601,20.0601,20.2136,22.5244,22.1066,0.41977,0.43256000000000006,0.13513,0.61023,0.40914,0.04651,1,752,40,1,207,512,1.8420400000000001,174.57981999999998,-1.09497,1
29675,19.7309,19.4069,26.5643,23.2961,21.1137,0.0946,0.23873000000000003,1.09791,1.20603,0.16559000000000001,0.04554,1,752,40,1,207,513,3.47234,174.58246,-1.17276,0
29676,20.3255,19.5278,20.5813,25.0218,21.6273,0.11389,0.19443,0.29258,2.47554,0.33357,0.046380000000000005,1,752,40,1,207,514,1.67313,174.5827,-1.0758,2
29677,20.5325,19.5052,22.5286,27.4993,20.8996,0.2434,0.32276,1.35407,0.8105,0.13585,0.0443,1,752,40,1,207,515,1.22966,174.58369,-1.20496,2
29678,20.5219,19.7931,26.1692,25.061,21.3409,0.1948,0.33923000000000003,1.5421200000000002,3.14912,0.26282,0.04446,1,752,40,1,207,516,3.5807300000000004,174.58555,-1.20259,2
29679,20.4778,19.5897,22.3271,24.1495,21.2564,0.18686,0.22326,1.02759,1.8276,0.19705999999999999,0.04628,1,752,40,1,207,518,4.880730000000001,174.58668,-1.09775,0
29680,23.6314,20.4467,21.5655,22.8306,22.1209,2.0594200000000003,0.4739,0.35746,0.61988,0.41435,0.04628,1,752,40,1,207,520,0.33371,174.58686,-1.10179,1
29681,20.2982,19.2061,24.7058,22.8196,21.7111,0.15884,0.19867,3.55251,0.79486,0.28564,0.04621,1,752,40,1,207,521,1.75249,174.58784,-1.07817,0
29682,21.8812,22.2708,23.5036,29.6029,22.3038,0.67252,2.4193700000000002,2.39548,0.09459,0.4871,0.04307,1,752,40,1,207,522,3.8153300000000003,174.58794,-1.22423,1
29683,23.1965,24.3192,24.9534,22.7491,22.8874,1.56985,0.9771,2.59373,0.57727,0.8195899999999999,0.045939999999999995,1,752,40,1,207,523,3.33322,174.58966,-1.13994,1
29684,20.3405,19.879,25.9278,22.5391,21.6086,0.13804,0.29224,1.51101,0.48139,0.26474000000000003,0.046110000000000005,1,752,40,1,207,524,3.0008,174.59041000000002,-1.07149,0
29685,21.2054,21.0904,25.2599,22.5419,21.2817,0.28215,0.8331799999999999,2.29242,0.47903999999999997,0.19762000000000002,0.046,1,752,40,1,207,525,1.74235,174.59072,-1.0522,2
29686,21.9754,21.134,22.6321,23.1684,22.2801,0.5666800000000001,0.86403,0.92676,0.8346600000000001,0.47838,0.04557,1,752,40,1,207,526,1.14258,174.59163,-1.16878,1
29687,20.6584,20.0675,27.9896,28.2969,20.8971,0.2353,0.48978999999999995,0.53377,0.33243,0.17879,0.045880000000000004,1,752,40,1,207,527,1.3446799999999999,174.59295,-1.15406,2
29688,22.0025,20.4677,22.7426,23.1965,22.7778,0.57986,0.48321000000000003,1.01825,0.85441,0.74446,0.04605,1,752,40,1,207,528,1.62342,174.59247,-1.11277,0
29689,20.9805,20.0163,22.7364,24.6931,22.3629,0.20711,0.25718,0.83868,2.49487,0.38743,0.04456,1,752,40,1,207,529,0.49136,174.59287,-1.20068,0
29690,21.894000000000002,22.2612,22.6712,23.4393,22.3965,0.3913,1.55009,0.6763899999999999,1.01214,0.38648000000000005,0.04597,1,752,40,1,207,530,0.71358,174.59355,-1.06005,1
29691,21.1619,22.8853,21.6304,25.1096,22.2584,0.3339,2.06668,0.37498000000000004,2.40214,0.46471,0.045919999999999996,1,752,40,1,207,531,1.14951,174.59453,-1.12456,2
29692,22.5355,20.4772,22.5701,24.1463,22.0392,0.9521799999999999,0.47446000000000005,1.08142,1.73302,0.37851,0.0454,1,752,40,1,207,532,3.0905,174.59507,-1.1747299999999998,0
29693,22.39,20.9037,27.0189,23.2064,21.6292,1.30884,1.13726,0.90827,1.3785100000000001,0.26508000000000004,0.04388,1,752,40,1,207,534,3.45804,174.59493,-1.2135,0
29694,22.9932,20.5174,25.6956,26.8926,21.6613,2.1604200000000002,0.8086,2.77332,1.39296,0.27493,0.04381,1,752,40,1,207,535,0.33371,174.59515,-1.21474,1
29695,20.7724,20.0798,25.0402,23.0788,22.9681,0.64636,0.66668,2.51342,0.53435,1.0117399999999999,0.043269999999999996,1,752,40,1,207,536,2.3681200000000002,174.5956,-1.22399,0
29696,20.7653,20.1587,22.4165,25.3793,21.2946,0.57321,0.64778,0.92745,2.33098,0.57513,0.04528,1,752,40,1,207,537,1.0308,174.5975,-1.17841,2
29697,22.9485,22.5634,21.1999,28.7312,21.2898,3.2088900000000002,5.0521199999999995,0.62665,0.40386,0.31128,0.04584,1,752,40,1,207,538,2.13521,174.59735,-1.13904,0
29698,22.6056,23.4072,27.0778,23.5385,22.1832,0.9775799999999999,1.67262,0.49096999999999996,1.07184,0.44487,0.045810000000000003,1,752,40,1,207,540,1.3481299999999998,174.59906,-1.0757299999999999,2
29699,24.2393,19.2068,26.8161,21.4804,20.991,6.14441,0.37744,1.6703599999999998,0.44766000000000006,0.23667,0.0458,1,752,40,1,207,541,1.77718,174.59962,-1.15304,1
29700,20.5028,20.3891,22.3007,25.6187,21.9833,0.19230999999999998,0.58324,0.8951,2.76534,0.36598,0.04587,1,752,40,1,207,543,1.8323200000000002,174.59917,-1.10464,0
29701,21.8959,20.4478,22.7941,22.6242,21.4125,0.85036,0.77228,1.7045099999999997,0.8265100000000001,0.21907,0.04587,1,752,40,1,207,544,1.01271,174.59919,-1.1059,1
29702,21.0363,19.6359,23.2185,22.3957,22.0876,0.2411,0.22728,1.5005899999999999,0.41818999999999995,0.40085,0.043210000000000005,1,752,40,1,207,545,2.0321700000000003,174.60074,-1.22705,1
29703,20.8032,20.753,25.8093,22.3905,21.4666,0.19212,0.6120899999999999,4.18002,0.47658999999999996,0.2253,0.04572,1,752,40,1,207,546,3.13062,174.60195,-1.0847799999999999,0
29704,20.3501,19.3976,21.0401,25.0696,22.1784,0.16659000000000002,0.23656,0.28553,3.1501799999999998,0.56494,0.04551,1,752,40,1,207,550,2.35295,174.60783999999998,-1.08558,0
29705,19.9433,19.1594,25.7059,23.548000000000002,22.0548,0.09381,0.12744,1.31211,0.8812399999999999,0.30927,0.04566,1,752,40,1,207,551,0.9030600000000001,174.61056000000002,-1.15372,0
29706,20.1288,19.8111,26.3583,23.0167,21.4704,0.13614,0.34525,1.31007,0.94606,0.29667,0.04564,1,752,40,1,207,552,2.74152,174.6135,-1.11595,0
29707,21.7837,22.5232,22.1457,22.7897,22.6419,0.47676999999999997,2.02962,0.6026100000000001,0.5975699999999999,0.66077,0.045489999999999996,1,752,40,1,207,553,1.37474,174.61805,-1.1086,1
29708,20.6824,20.3624,22.4631,22.3451,21.1617,0.22591999999999998,0.56876,1.03326,0.51825,0.22349000000000002,0.04556,1,752,40,1,207,554,1.2193399999999999,174.61865,-1.1458899999999999,0
29709,21.3244,21.2575,25.4982,24.2613,22.394000000000002,0.22184,0.67418,1.41429,1.3928200000000002,0.38001,0.04556,1,752,40,1,207,555,2.4980900000000004,174.61903,-1.1336,2
29710,21.212,24.5005,22.9304,22.9712,21.9929,0.28361,0.8395799999999999,1.1919600000000001,0.70162,0.36895,0.04556,1,752,40,1,207,556,0.40753,174.62033,-1.12305,1
29711,21.9128,20.6085,23.7095,23.4624,21.8717,0.53535,0.5474899999999999,2.11387,1.0688799999999998,0.33034,0.04552,1,752,40,1,207,558,2.70903,174.62329,-1.15004,2
29712,21.8823,20.9818,22.3495,25.7487,22.3363,0.3814,0.66701,0.57691,1.59083,0.39435,0.044000000000000004,1,752,40,1,207,559,4.8117,174.62454,-1.2234399999999999,1
29713,19.9472,20.1836,22.1228,27.2185,20.8619,0.2185,0.91991,1.44864,1.5997700000000001,0.2101,0.04548,1,752,40,1,207,560,1.3305,174.62521,-1.1250799999999999,2
29714,19.7987,19.3295,22.6727,21.1107,20.4095,0.1041,0.23611,1.3150600000000001,0.17361,0.11793,0.04558,1,752,40,1,207,561,0.68574,174.62613000000002,-1.1642299999999999,2
29715,20.7391,19.6722,24.7048,24.0317,21.6605,0.16495,0.22988000000000003,15.89119,1.52494,0.30216,0.04556,1,752,40,1,207,562,0.92853,174.62638,-1.15983,2
29716,21.9046,22.6109,21.7352,24.9321,21.5998,0.68806,2.67444,0.53762,3.1308599999999998,0.25787,0.04526,1,752,40,1,207,563,1.5819999999999999,174.62746,-1.09974,1
29717,23.3975,22.9592,26.9526,25.2355,22.3411,1.80245,2.0774,0.59926,2.40122,0.50584,0.04558,1,752,40,1,207,564,0.37306,174.62909,-1.17343,1
29718,20.2321,19.8428,22.4829,22.3454,20.8856,0.14952000000000001,0.35486,1.0495299999999999,0.51777,0.17344,0.04488,1,752,40,1,207,565,1.26795,174.62962,-1.0770899999999999,2
29719,21.4562,20.2447,22.8245,24.0495,21.8678,0.35433000000000003,0.3947,1.09027,1.6677400000000002,0.32881,0.04433,1,752,40,1,207,566,2.20799,174.63009,-1.21977,1
29720,20.4694,19.9889,23.0155,22.8227,21.5115,0.15345,0.37079,1.28084,0.6169100000000001,0.26849,0.04537,1,752,40,1,207,567,1.97737,174.63023,-1.12182,0
29721,21.7761,20.4843,24.1731,22.3976,21.8674,0.47325,0.4892,2.61856,0.41912,0.32852,0.04411,1,752,40,1,207,568,0.7599199999999999,174.63033000000001,-1.22614,2
29722,21.279,20.5327,26.3014,22.5464,22.0006,0.30428,0.51199,1.06111,0.48336,0.38261,0.045239999999999995,1,752,40,1,207,569,3.05546,174.63114,-1.1042100000000001,2
29723,20.5456,19.9658,23.1212,22.3429,20.9047,0.16974,0.32979,1.4802899999999999,0.45601,0.13915999999999998,0.04545,1,752,40,1,207,570,0.33631,174.63397,-1.13884,1
29724,21.873,21.0697,22.6332,24.3325,22.636999999999997,0.3844,0.66797,0.71287,1.51873,0.53577,0.04442,1,752,40,1,207,571,1.11575,174.63402,-1.22055,1
29725,21.8496,21.2797,25.3323,24.4405,22.0594,0.73483,1.08685,2.1999299999999997,2.12345,0.66473,0.048889999999999996,1,752,40,1,207,587,3.0047599999999997,174.48792,-1.10795,1
29726,22.2083,20.9686,23.1053,23.8152,23.0624,0.37056,0.38966,0.70213,0.7209,0.48522,0.04551,1,752,40,1,207,588,1.68595,174.49217,-1.2030399999999999,0
29727,21.9371,20.284000000000002,26.608,25.4134,24.3268,0.4112,0.30018,0.74495,1.57732,1.51461,0.04784,1,752,40,1,207,589,0.40848,174.49264,-1.14267,0
29728,20.7984,25.8909,22.2137,26.2836,24.4936,0.19542,0.38915,1.0313,2.28603,3.70721,0.04809,1,752,40,1,207,591,2.92197,174.49825,-1.12889,0
29729,21.2287,20.7933,22.7946,25.9702,26.2733,0.28159,0.62269,1.02273,3.24383,1.38281,0.04832,1,752,40,1,207,592,1.57425,174.49861,-1.1205200000000002,0
29730,21.0648,21.1029,27.2947,24.9802,21.7089,0.24896,1.3506200000000002,0.70239,3.9206800000000004,0.45998999999999995,0.0481,1,752,40,1,207,593,2.37967,174.5,-1.12733,2
29731,22.781,20.8252,23.0963,24.9805,24.545,1.1710399999999999,0.51882,1.0306,1.8278599999999998,1.76367,0.048,1,752,40,1,207,594,1.7094,174.50076,-1.13034,0
29732,22.2359,22.7412,23.5033,28.4122,23.0268,0.69543,1.70049,1.47465,0.5270699999999999,0.88187,0.04871,1,752,40,1,207,595,4.880730000000001,174.50085,-1.1042100000000001,1
29733,22.8155,21.1224,22.2501,29.076999999999998,22.7276,1.02921,0.6471600000000001,1.08684,0.8737299999999999,0.53617,0.04518,1,752,40,1,207,596,1.5645200000000001,174.50257,-1.212,0
29734,21.8049,21.0896,21.7226,23.5924,24.76,0.45992,0.9409299999999999,0.37871,1.20634,2.45961,0.04643,1,752,40,1,207,597,1.2252,174.50275,-1.17518,0
29735,22.3679,20.5878,24.4293,28.1305,23.1557,0.70597,0.41193,2.1541,0.81435,0.7953899999999999,0.04798,1,752,40,1,207,598,3.20712,174.50503,-1.12785,0
29736,20.7463,22.0207,24.5906,31.2924,22.6019,0.20628000000000002,2.2939700000000003,3.9098900000000003,0.033819999999999996,0.8804,0.04578,1,752,40,1,207,599,4.880730000000001,174.50815,-1.18931,0
29737,20.5102,19.183,27.1181,21.2134,22.6965,0.23929,0.36908,1.2670700000000001,0.35220999999999997,1.71497,0.04821,1,752,40,1,207,601,2.57918,174.51033,-1.11529,0
29738,21.7158,20.357,23.1238,23.3091,23.4528,0.45423,1.5630600000000001,1.42305,0.96042,1.912,0.047310000000000005,1,752,40,1,207,602,1.74918,174.51375,-1.14574,1
29739,20.9242,22.5758,20.9943,23.8678,24.3091,0.22405,3.0099400000000003,0.27434000000000003,1.85923,3.39503,0.04673,1,752,40,1,207,605,1.79047,174.5199,-1.1628,1
29740,21.9898,23.4847,24.0065,25.0217,22.8188,0.39905,2.48989,2.22819,1.7014099999999999,0.55598,0.04819,1,752,40,1,207,606,4.63159,174.52122,-1.0951899999999999,1
29741,21.5043,20.1002,24.8327,24.9015,22.4153,0.31699,0.28493,2.2472,2.02145,0.45975,0.04532,1,752,40,1,207,609,0.49136,174.52764,-1.19845,0
29742,22.1781,22.6449,24.462,24.2277,23.1996,0.46588999999999997,1.26434,2.07136,1.11402,0.69492,0.04799,1,752,40,1,207,610,1.06744,174.53339,-1.0810899999999999,1
29743,21.7445,21.6866,23.8488,25.4987,22.2678,0.70516,1.39875,2.31609,2.25609,0.71263,0.046380000000000005,1,752,40,1,207,611,4.0198,174.5362,-1.16533,0
29744,22.715999999999998,20.8266,22.7836,28.1513,22.9985,1.1658899999999999,0.62071,1.10333,0.2949,0.8441799999999999,0.047560000000000005,1,752,40,1,207,612,1.42516,174.53846000000001,-1.10541,1
29745,24.3233,21.0483,25.2795,25.115,24.8219,4.5923,0.7710100000000001,2.2469200000000003,3.02979,2.924,0.046560000000000004,1,752,40,1,207,613,2.34325,174.54228,-1.15242,0
29746,22.2963,23.1977,25.7592,25.3468,25.1397,0.27208000000000004,0.67337,0.67398,0.9164899999999999,1.05577,0.04662,1,752,40,1,207,615,0.76183,174.54753,-1.14568,1
29747,23.0858,21.3572,26.3308,25.0254,22.0927,1.45335,1.03904,1.0377399999999999,2.44518,0.40617,0.04679,1,752,40,1,207,616,1.32708,174.54731999999998,-1.1384,0
29748,20.2933,24.561999999999998,25.8749,25.6957,24.7849,0.15933,1.0358100000000001,1.96491,2.68673,3.07687,0.04658,1,752,40,1,207,617,4.30523,174.55037,-1.1453,1
29749,21.6749,19.8616,24.525,25.0508,24.708000000000002,0.41123999999999994,0.298,2.65172,2.57538,2.2010400000000003,0.0443,1,752,40,1,207,619,1.5778299999999998,174.55518999999998,-1.21274,0
29750,20.9204,23.4483,23.9252,22.2001,23.7753,0.21733000000000002,1.76967,2.37697,0.35213,1.64487,0.04691,1,752,40,1,207,620,1.4458600000000001,174.55839,-1.11332,0
29751,21.8519,20.9961,26.8547,23.8602,24.319000000000003,0.50668,0.77918,0.66759,1.49015,2.2438,0.04665,1,752,40,1,207,621,1.99079,174.55921999999998,-1.1337899999999999,0
29752,21.8613,20.7937,22.0109,25.0419,23.8412,0.42899,0.62292,0.5856,3.33649,1.4777,0.04677,1,752,40,1,207,622,4.682980000000001,174.56208,-1.11727,0
29753,21.0246,20.9474,25.8444,25.2034,22.0481,0.25833,0.7428,2.76401,2.4132700000000002,0.39949,0.04716,1,752,40,1,207,624,1.40021,174.56803,-1.05779,2
29754,22.0067,21.9924,26.6091,29.1755,23.9892,0.52181,1.38212,0.6491,0.36775,1.50527,0.04629,1,752,40,1,207,626,2.53352,174.57032,-1.14285,0
29755,22.2071,21.1656,24.3606,22.963,23.5028,0.5145,0.74779,2.31848,0.78296,0.99525,0.04695,1,752,40,1,207,627,2.49801,174.57054,-1.06431,0
29756,21.2793,20.2585,22.0236,21.9006,21.6953,0.34481,0.9471799999999999,0.7406,0.53054,0.33481,0.04519,1,752,40,1,207,628,1.2047,174.57286000000002,-1.1909299999999998,1
29757,21.3237,19.9258,23.7771,23.6947,22.5086,0.22096,0.22899,1.82961,0.90649,0.44243999999999994,0.04668,1,752,40,1,207,629,1.64475,174.57417,-1.07687,0
29758,22.1949,21.1356,23.6611,22.0745,22.2483,0.70748,0.73775,2.13378,0.26775,0.39778,0.04688,1,752,40,1,207,630,1.8777,174.57505,-1.05348,0
29759,22.5733,21.1404,25.5616,24.4191,26.3085,0.67585,0.58573,1.5497,1.5059200000000001,1.8127400000000002,0.04593,1,752,40,1,207,631,1.7160400000000002,174.57551999999998,-1.1567100000000001,0
29760,21.3911,20.3938,23.4462,24.4396,22.3397,0.63303,0.69665,1.82655,2.10965,0.7321300000000001,0.046310000000000004,1,752,40,1,207,634,1.8235599999999998,174.58514,-1.08741,0
29761,22.8343,21.3822,24.6788,27.8254,22.5157,1.8158400000000001,0.9958,2.60244,0.44688999999999995,0.54737,0.04591,1,752,40,1,207,635,1.59313,174.59427,-1.0575299999999999,0
29762,22.3284,20.5271,25.747,26.2895,25.1437,0.3958,0.26558000000000004,0.8290299999999999,0.7902600000000001,1.21566,0.04579,1,752,40,1,207,637,0.5091600000000001,174.60071000000002,-1.14573,1
29763,20.668000000000003,21.1413,22.2034,24.0884,22.4356,0.17237,1.39296,1.01404,2.74969,0.8819,0.04562,1,752,40,1,207,638,3.9130800000000003,174.60488999999998,-1.08518,0
29764,22.1286,22.8436,26.8492,25.0474,22.9777,0.57535,2.1650400000000003,0.56109,4.74075,0.88635,0.04552,1,752,40,1,207,639,2.86127,174.608,-1.09153,0
29765,21.4692,20.6725,25.3868,26.9926,22.4818,0.23674,0.38285,1.47676,0.61411,0.42748,0.04547,1,752,40,1,207,640,4.880730000000001,174.60885,-1.0840100000000001,0
29766,20.6869,24.8103,22.7327,23.7965,21.9973,0.28075,1.58723,2.4796400000000003,3.43455,0.91133,0.04543,1,752,40,1,207,641,2.86726,174.61096,-1.0912600000000001,1
29767,22.2001,23.2163,22.5919,23.8132,22.4797,0.76755,1.32276,0.6230899999999999,1.00444,0.40831,0.04562,1,752,40,1,207,642,0.6762100000000001,174.61396000000002,-1.14635,1
29768,21.2888,23.1575,22.7663,26.1767,21.6056,0.30384,3.1933599999999998,1.66177,2.4647200000000002,0.41441000000000006,0.04362,1,752,40,1,207,643,4.24589,174.6178,-1.22705,0
29769,21.7929,22.0045,26.4477,24.2681,22.3726,0.49538999999999994,1.9678900000000001,1.04821,2.3205299999999998,0.68542,0.04554,1,752,40,1,207,645,2.97839,174.62005,-1.11911,0
29770,21.8427,22.3004,23.8487,24.1968,23.1105,0.39928,1.4623,1.93155,1.4525,0.83404,0.045439999999999994,1,752,40,1,207,646,0.90384,174.62752,-1.1340000000000001,2
29771,21.6495,21.0675,26.7623,27.5931,23.1507,0.42212,0.82389,0.9437399999999999,0.5202600000000001,1.03914,0.04531,1,752,40,1,207,647,4.880730000000001,174.62756000000002,-1.10653,0
29772,21.101,23.6796,20.2751,27.5401,21.4146,0.41053999999999996,3.8450599999999997,0.26808000000000004,1.19928,0.53487,0.045380000000000004,1,752,40,1,207,648,1.32676,174.63054,-1.1251799999999998,0
29773,22.0449,21.109,25.7064,25.0481,22.8473,0.55637,0.9529799999999999,1.4598200000000001,2.1040099999999997,0.67373,0.04411,1,752,40,1,207,649,2.76818,174.63257,-1.22812,1
29774,21.8855,23.6732,29.0031,26.4536,23.8767,0.44271000000000005,1.2851299999999999,0.12996,1.03667,1.9801099999999998,0.0455,1,752,40,1,207,651,1.0124,174.6349,-1.14564,1
29775,23.7833,21.4094,23.573,25.2584,25.3254,0.71419,0.35431999999999997,0.7138100000000001,0.75607,0.72524,0.04507,1,752,40,1,207,652,1.42987,174.49894,-1.22214,1
29776,22.2612,20.6592,23.4333,22.2505,22.9955,0.80133,0.57531,1.7808099999999998,0.4896,0.9652200000000001,0.04817,1,752,40,1,207,653,0.49756999999999996,174.50451,-1.12133,0
29777,23.7571,20.4977,23.9295,27.0742,23.7309,1.60344,0.36627,4.9968699999999995,0.6005,1.2218799999999999,0.04791,1,752,40,1,207,655,4.880730000000001,174.53541,-1.0839,0
29778,23.5977,21.4562,26.1151,25.8457,24.5909,0.7863100000000001,0.42708,0.46785,0.7196899999999999,0.8847200000000001,0.04728,1,752,40,1,207,656,0.33371,174.55074,-1.10049,0
29779,24.8935,20.8853,21.8601,23.0417,21.2009,1.73701,0.55382,0.50739,0.7216,0.17419,0.04698,1,752,40,1,207,658,0.9575100000000001,174.56716,-1.07572,0
29780,21.5833,20.189,26.4752,26.2256,24.7807,0.66806,0.6534399999999999,1.04854,1.5447,2.36633,0.04603,1,752,40,1,207,659,3.8727699999999996,174.57756,-1.1496,0
29781,23.6483,20.9961,25.9964,26.1851,26.2943,1.3752799999999998,0.47451000000000004,0.86125,0.93666,0.68634,0.04612,1,752,40,1,207,660,1.59807,174.57835,-1.1408399999999999,0
29782,22.1251,21.2951,24.3428,27.68,24.7237,0.54078,1.0529600000000001,2.3170900000000003,0.4257,2.33461,0.04402,1,752,40,1,207,663,1.8235599999999998,174.59139,-1.20979,0
29783,24.5751,21.2838,24.5614,24.982,24.0985,1.2991700000000002,0.45383,1.28257,1.127,1.05655,0.04534,1,752,40,1,207,664,0.33371,174.59875,-1.17598,1
29784,23.4024,21.3395,25.7584,25.9021,24.4951,0.70835,0.40881,0.6471899999999999,0.72716,0.9076799999999999,0.04578,1,752,40,1,207,665,1.27093,174.60244,-1.14056,1
29785,22.3398,20.5603,24.5255,24.0515,24.9113,0.5254300000000001,0.35217,1.8590099999999998,1.2329299999999999,1.56616,0.04484,1,752,40,1,207,666,1.67661,174.61583000000002,-1.05518,0
29786,22.3311,21.7758,22.4468,22.5246,23.42,0.77587,1.4157600000000001,0.78888,0.47121999999999997,1.26979,0.045380000000000004,1,752,40,1,207,667,1.0496,174.57838999999998,-1.1811,0
29787,24.5173,22.7723,24.511,25.0984,24.738000000000003,0.09788999999999999,0.08757999999999999,0.11777,0.09609,0.09687,0.04532,1,752,40,1,207,668,1.23445,174.62072,-1.09582,1
29788,22.004,21.4598,22.6916,25.1654,22.2333,0.76569,1.16193,1.09928,2.3826,0.68403,0.04877,1,752,40,1,207,670,1.1713,174.50311000000002,-1.0960299999999998,1
29789,26.5328,22.5001,26.3253,28.7248,22.3639,0.83345,2.61156,1.34931,0.21288,0.66619,0.044789999999999996,1,752,40,1,207,671,1.37774,174.50811000000002,-1.22709,0
29790,21.9748,24.1552,22.5954,26.2506,22.0802,0.56693,1.1105,0.9016,1.44985,0.40118000000000004,0.04906,1,752,40,1,207,672,0.74728,174.51221,-1.06446,1
29791,24.391,22.7947,24.6565,24.947,24.7458,0.11098,0.09362000000000001,0.1583,0.11694,0.10554000000000001,0.0451,1,752,40,1,207,674,0.95726,174.62761,-1.0854700000000002,1
29792,21.743000000000002,22.5213,22.5145,24.0966,23.2437,0.70508,2.0359,0.98524,1.77427,1.20856,0.04634,1,752,40,1,207,678,0.8431299999999999,174.50081,-1.17793,0
29793,24.366,22.7736,24.5469,25.1235,24.8553,0.11615999999999999,0.09537999999999999,0.12687,0.11323,0.13058,0.04374,1,752,40,1,207,679,0.85436,174.54602,-1.2285,1
29794,20.8588,21.1998,23.8602,22.2293,25.857,0.20539000000000002,0.91107,2.3016099999999997,0.36159,1.51029,0.04732,1,752,40,1,207,680,2.8722,174.55907,-1.0732700000000002,1
29795,21.7195,21.4789,24.8865,27.7049,27.8022,0.6981,1.229,2.6510000000000002,0.67874,0.6088,0.04571,1,752,40,1,207,681,1.75206,174.60702,-1.1541700000000001,2
29796,20.3773,20.8866,20.0198,28.6197,27.2174,0.3245,2.7427599999999996,0.33714,0.71348,1.90258,0.04545,1,752,40,1,207,683,1.6539099999999998,174.62333999999998,-1.11505,0
29797,21.0912,19.4349,21.9083,22.8814,21.8896,0.40593,0.1892,0.77805,1.0385799999999998,0.53706,0.04494,1,752,40,1,207,685,0.41667,174.4993,-1.2282799999999998,1
29798,26.7127,21.0164,24.454,26.6858,25.7935,0.54775,0.78115,2.76615,1.02819,1.57966,0.04482,1,752,40,1,207,688,1.2054799999999999,174.59241,-1.19364,0
29799,25.5976,24.9637,24.0969,25.823,23.7358,1.4098600000000001,0.55962,2.55492,1.92228,1.60331,0.048389999999999996,1,752,40,1,207,690,0.33371,174.51963999999998,-1.08565,1
29800,25.8089,20.9496,24.3906,26.9888,26.1968,1.19591,0.73753,2.74471,0.79222,1.16804,0.04645,1,752,40,1,207,691,0.38564,174.57994,-1.1069799999999999,1
29801,15.2057,15.0628,17.7324,16.0868,15.4431,0.00186,0.004520000000000001,0.01347,0.00221,0.00175,0.04553,1,752,40,1,208,6,3.1747900000000002,174.6451,-1.14951,0
29802,17.3339,17.0817,21.6121,19.0011,17.7729,0.00944,0.02484,0.37951999999999997,0.02046,0.00942,0.04552,1,752,40,1,208,7,3.7522699999999998,174.64238999999998,-1.14867,0
